1360.000000;1046.000000;1056.000000;1692.000000;1268.000000;13.600000;48.900000;0.757800;11.900000
1292.000000;955.000000;1174.000000;1559.000000;972.000000;13.300000;47.700000;0.725500;9.400000
1402.000000;939.000000;1140.000000;1555.000000;1074.000000;11.900000;54.000000;0.750200;9.000000
1376.000000;948.000000;1092.000000;1584.000000;1203.000000;11.000000;60.000000;0.786700;9.200000
1272.000000;836.000000;1205.000000;1490.000000;1110.000000;11.200000;59.600000;0.788800;6.500000
1197.000000;750.000000;1337.000000;1393.000000;949.000000;11.200000;59.200000;0.784800;4.700000
1185.000000;690.000000;1462.000000;1333.000000;733.000000;11.300000;56.800000;0.760300;3.600000
1136.000000;672.000000;1453.000000;1333.000000;730.000000;10.700000;60.000000;0.770200;3.300000
1094.000000;609.000000;1579.000000;1276.000000;620.000000;10.700000;59.700000;0.764800;2.300000
1010.000000;561.000000;1705.000000;1235.000000;501.000000;10.300000;60.200000;0.751700;1.700000
1011.000000;527.000000;1818.000000;1197.000000;445.000000;10.100000;60.500000;0.746500;1.300000
1066.000000;512.000000;1918.000000;1182.000000;422.000000;11.000000;56.200000;0.736600;1.100000
1052.000000;553.000000;1738.000000;1221.000000;472.000000;10.500000;58.100000;0.735300;1.600000
1144.000000;667.000000;1490.000000;1339.000000;730.000000;10.200000;59.600000;0.741700;3.200000
1333.000000;900.000000;1136.000000;1517.000000;1102.000000;10.800000;57.400000;0.740800;8.000000
1351.000000;960.000000;1079.000000;1583.000000;1028.000000;10.500000;60.600000;0.769100;9.500000
1233.000000;827.000000;1218.000000;1446.000000;860.000000;10.800000;58.400000;0.755200;6.300000
1179.000000;762.000000;1328.000000;1362.000000;671.000000;10.500000;57.900000;0.735200;5.000000
1236.000000;774.000000;1301.000000;1401.000000;664.000000;9.500000;66.800000;0.795100;5.200000
1286.000000;869.000000;1162.000000;1537.000000;799.000000;8.300000;76.400000;0.839300;7.300000
1371.000000;1034.000000;983.000000;1730.000000;1037.000000;8.000000;81.100000;0.873600;11.500000
1310.000000;933.000000;1082.000000;1647.000000;946.000000;8.300000;79.800000;0.877800;8.800000
1292.000000;912.000000;1103.000000;1591.000000;957.000000;9.700000;71.200000;0.856900;8.300000
1383.000000;1020.000000;1008.000000;1719.000000;1104.000000;9.800000;67.600000;0.818500;11.200000
1581.000000;1319.000000;799.000000;2083.000000;1409.000000;10.300000;64.200000;0.806500;20.800000
1776.000000;1488.000000;702.000000;2333.000000;1704.000000;9.700000;69.300000;0.831900;27.400000
1640.000000;1404.000000;743.000000;2191.000000;1654.000000;9.600000;67.800000;0.813300;24.000000
1313.000000;1076.000000;957.000000;1707.000000;1285.000000;9.100000;64.000000;0.741900;12.800000
965.000000;749.000000;1325.000000;1333.000000;821.000000;8.200000;63.400000;0.690500;4.700000
913.000000;629.000000;1565.000000;1252.000000;552.000000;8.200000;60.800000;0.665700;2.600000
1080.000000;805.000000;1254.000000;1375.000000;816.000000;8.300000;58.500000;0.643800;5.900000
1044.000000;829.000000;1247.000000;1378.000000;832.000000;7.700000;59.700000;0.630800;6.400000
988.000000;718.000000;1396.000000;1304.000000;692.000000;7.100000;61.800000;0.627600;4.100000
